------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Simple meter blade
======  Blade Properties =================================================================
        12     NumBlNds           - Number of blade nodes used in the analysis (-)
BlSpn	BlCrvAC		BlSwpAC		BlCrvAng	BlTwist	BlChord	BlAFID
(m)	(m)		(m)		(deg)		(deg)	(m)	(-)
0.0000E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	54.364e+00	3.556E-02	1.0000000E+00
0.1482E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	35.679e+00	3.556E-02	1.0000000E+00
0.2963E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	24.482e+00	3.556E-02	1.0000000E+00
0.4445E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	17.523e+00	3.556E-02	1.0000000E+00
0.5927E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	12.906e+00	3.556E-02	1.0000000E+00
0.7408E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	9.6568e+00	3.556E-02	1.0000000E+00
0.8890E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	7.2610e+00	3.556E-02	1.0000000E+00
1.0372E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	5.4270e+00	3.556E-02	1.0000000E+00
1.1853E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.9808e+00	3.556E-02	1.0000000E+00
1.3335E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	2.8125e+00	3.556E-02	1.0000000E+00
1.4817E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.8497e+00	3.556E-02	1.0000000E+00
1.6298E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.0431e+00	3.556E-02	1.0000000E+00

