------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Simple meter blade
======  Blade Properties =================================================================
        12     NumBlNds           - Number of blade nodes used in the analysis (-)
BlSpn	BlCrvAC		BlSwpAC		BlCrvAng	BlTwist	BlChord	BlAFID
(m)	(m)		(m)		(deg)		(deg)	(m)	(-)
0.0000E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	74.8750e+00	3.556E-02	1.0000000E+00
0.1482E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	67.9638e+00	3.556E-02	1.0000000E+00
0.2963E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	61.4440e+00	3.556E-02	1.0000000E+00
0.4445E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	55.4349e+00	3.556E-02	1.0000000E+00
0.5927E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	49.9946e+00	3.556E-02	1.0000000E+00
0.7408E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	45.1301e+00	3.556E-02	1.0000000E+00
0.8890E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	40.8141e+00	3.556E-02	1.0000000E+00
1.0372E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	37.0000e+00	3.556E-02	1.0000000E+00
1.1853E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	33.6335e+00	3.556E-02	1.0000000E+00
1.3335E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	30.6598e+00	3.556E-02	1.0000000E+00
1.4817E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	28.0274e+00	3.556E-02	1.0000000E+00
1.6298E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	25.6901e+00	3.556E-02	1.0000000E+00

