1	0	0
0.99788	0.00048	0
0.99183	0.00207	0
0.98233	0.00477	0
0.96977	0.00845	0
0.95442	0.01283	0
0.93637	0.01766	0
0.91559	0.02285	0
0.89221	0.02845	0
0.86647	0.03446	0
0.83861	0.0408	0
0.80887	0.04739	0
0.77752	0.05415	0
0.74482	0.06094	0
0.71104	0.06759	0
0.67632	0.07394	0
0.64081	0.07992	0
0.60477	0.08541	0
0.56837	0.09032	0
0.5318	0.09461	0
0.49526	0.09815	0
0.45891	0.10089	0
0.42297	0.10279	0
0.38758	0.10378	0
0.35286	0.10386	0
0.31903	0.10299	0
0.28619	0.10116	0
0.25449	0.09843	0
0.22405	0.09479	0
0.19496	0.09028	0
0.16734	0.08506	0
0.14137	0.07921	0
0.11719	0.07283	0
0.09496	0.06598	0
0.07481	0.05875	0
0.05686	0.05123	0
0.04123	0.04347	0
0.02798	0.03559	0
0.01725	0.02771	0
0.00913	0.01987	0
0.00362	0.01212	0
0.00072	0.00449	0
0.00027	-0.00268	0
0.00289	-0.00884	0
0.00906	-0.0145	0
0.01829	-0.02023	0
0.03027	-0.0258	0
0.04483	-0.03103	0
0.06202	-0.03566	0
0.08193	-0.03971	0
0.10446	-0.04336	0
0.12939	-0.04657	0
0.15655	-0.04937	0
0.18574	-0.05172	0
0.21677	-0.05361	0
0.24943	-0.05503	0
0.28349	-0.05594	0
0.31873	-0.05632	0
0.3549	-0.05613	0
0.39177	-0.05528	0
0.42916	-0.05371	0
0.46691	-0.05132	0
0.50479	-0.04801	0
0.54298	-0.04368	0
0.58164	-0.03863	0
0.62049	-0.03323	0
0.65925	-0.02772	0
0.69762	-0.02231	0
0.73526	-0.01718	0
0.77181	-0.0125	0
0.8069	-0.0084	0
0.84016	-0.00497	0
0.8712	-0.00228	0
0.89963	-0.00033	0
0.92511	0.0009	0
0.94728	0.00148	0
0.96587	0.00154	0
0.98063	0.00122	0
0.99132	0.0007	0
0.99782	0.00022	0
1	0	0
